timestamp,symbol,score,delta,price,signal
2025-06-01 20:09:11,DOT,-11.4518,-0.3789,4.0431,HOLD
2025-06-01 20:09:11,LTC,-9.3652,-0.3303,87.82,HOLD
2025-06-01 20:24:14,BTC,-2.0515,-0.1914,104799.5,HOLD
2025-06-01 20:24:14,ETH,-1.3223,-0.447,2518.94,HOLD
2025-06-01 20:24:14,ADA,-9.3235,-0.2234,0.678381,HOLD
2025-06-01 20:24:14,BNB,-1.4461,-0.2379,654.37,HOLD
2025-06-01 20:24:14,XRP,-8.0267,-0.3422,2.15774,HOLD
2025-06-01 20:24:14,SOL,-9.6683,-0.3256,155.39,HOLD
2025-06-01 20:24:14,DOT,-11.7497,-0.2979,4.0295,HOLD
2025-06-01 20:24:14,LTC,-9.6851,-0.3199,87.51,HOLD
2025-06-01 20:39:18,BTC,-2.2809,-0.2294,104554.0,HOLD
2025-06-01 20:39:18,ETH,-1.823,-0.5007,2506.16,SELL
2025-06-01 20:39:18,ADA,-9.8894,-0.5659,0.674147,SELL
2025-06-01 20:39:18,BNB,-1.9145,-0.4684,651.26,HOLD
2025-06-01 20:39:18,XRP,-8.2126,-0.1859,2.15338,HOLD
2025-06-01 20:39:18,SOL,-10.3194,-0.6511,154.27,SELL
2025-06-01 20:39:18,DOT,-12.168,-0.4183,4.0104,HOLD
2025-06-01 20:39:18,LTC,-10.0979,-0.4128,87.11,HOLD
2025-06-01 20:54:22,ETH,-1.4817,0.3413,2514.87,HOLD
2025-06-01 20:54:22,ADA,-10.0283,-0.1389,0.673108,HOLD
2025-06-01 20:54:22,BNB,-1.797,0.1175,652.04,HOLD
2025-06-01 20:54:22,SOL,-10.5752,-0.2558,153.83,HOLD
2025-06-01 20:54:22,LTC,-9.9741,0.1238,87.23,HOLD
2025-06-01 21:09:25,BTC,-1.8796,0.3375,104983.4,HOLD
2025-06-01 21:09:25,ETH,-1.3204,0.1613,2518.99,HOLD
2025-06-01 21:09:25,ADA,-9.5558,0.4725,0.676643,HOLD
2025-06-01 21:09:25,BNB,-1.6886,0.1084,652.76,HOLD
2025-06-01 21:09:25,XRP,-7.9406,0.3683,2.15976,HOLD
2025-06-01 21:09:25,SOL,-9.8718,0.7034,155.04,HOLD
2025-06-01 21:09:25,DOT,-11.6555,0.5081,4.0338,HOLD
2025-06-01 21:09:25,LTC,-9.6025,0.3716,87.59,HOLD
2025-06-01 21:24:28,BNB,-1.5455,0.1431,653.71,HOLD
2025-06-01 21:24:28,XRP,-7.7203,0.2203,2.16493,HOLD
2025-06-01 21:24:28,DOT,-11.5482,0.1073,4.0387,HOLD
2025-06-01 21:39:32,ADA,-9.7159,-0.1076,0.675445,HOLD
2025-06-01 21:39:32,BNB,-1.4145,0.131,654.58,HOLD
2025-06-01 21:39:32,XRP,-7.8622,-0.1419,2.1616,HOLD
2025-06-01 21:39:32,DOT,-11.7738,-0.2256,4.0284,HOLD
2025-06-01 21:39:32,LTC,-9.3858,0.1445,87.8,HOLD
2025-06-01 21:54:35,ETH,-1.1378,0.161,2523.65,HOLD
2025-06-01 21:54:35,ADA,-9.461,0.2549,0.677352,HOLD
2025-06-01 21:54:35,XRP,-7.6619,0.2003,2.1663,HOLD
2025-06-01 21:54:35,SOL,-9.4009,0.2965,155.85,HOLD
2025-06-01 21:54:35,DOT,-11.6468,0.127,4.0342,HOLD
2025-06-01 21:54:35,LTC,-9.1381,0.2477,88.04,HOLD
2025-06-01 22:09:39,BTC,-1.8784,-0.1511,104984.7,HOLD
2025-06-01 22:09:39,XRP,-7.7765,-0.1146,2.16361,HOLD
2025-06-01 22:09:39,SOL,-9.6625,-0.2616,155.4,HOLD
2025-06-01 22:09:39,DOT,-11.7782,-0.1314,4.0282,HOLD
2025-06-01 22:09:39,LTC,-9.4065,-0.2684,87.78,HOLD
2025-06-01 22:39:43,BTC,-1.6762,0.2022,105201.0,HOLD
2025-06-01 22:39:43,ETH,-0.7511,0.478,2533.52,HOLD
2025-06-01 22:39:43,ADA,-9.0036,0.4224,0.680774,HOLD
2025-06-01 22:39:43,BNB,-1.053,0.2621,656.98,HOLD
2025-06-01 22:39:43,SOL,-9.3311,0.3314,155.97,HOLD
2025-06-01 22:39:43,DOT,-11.3971,0.3811,4.0456,HOLD
2025-06-01 22:39:43,LTC,-9.0762,0.3303,88.1,HOLD
2025-06-01 23:09:46,BTC,-1.8393,-0.1631,105026.5,HOLD
2025-06-01 23:09:46,BNB,-0.8512,0.2018,658.32,HOLD
2025-06-01 23:09:46,SOL,-9.1044,0.2267,156.36,HOLD
2025-06-01 23:09:46,LTC,-9.231,-0.1548,87.95,HOLD
2025-06-01 23:39:49,BTC,-1.4799,0.3594,105411.1,HOLD
2025-06-01 23:39:49,ETH,-0.6332,0.1693,2536.53,HOLD
2025-06-01 23:39:49,ADA,-8.769,0.2786,0.682529,HOLD
2025-06-01 23:39:49,XRP,-7.3328,0.4744,2.17402,HOLD
2025-06-01 23:39:49,SOL,-8.6917,0.4127,157.07,HOLD
2025-06-01 23:39:49,DOT,-11.1036,0.3504,4.059,HOLD
2025-06-01 23:39:49,LTC,-8.8801,0.3509,88.29,HOLD
2025-06-02 00:09:52,BTC,-0.5247,0.9552,105699.9,HOLD
2025-06-02 00:09:52,ETH,0.2534,0.8866,2546.28,HOLD
2025-06-02 00:09:52,ADA,-6.0008,2.7682,0.686861,HOLD
2025-06-02 00:09:52,BNB,0.2575,1.1162,659.96,HOLD
2025-06-02 00:09:52,XRP,-4.5679,2.7649,2.17877,HOLD
2025-06-02 00:09:52,SOL,-5.1896,3.5021,157.19,HOLD
2025-06-02 00:09:52,DOT,-6.9638,4.1398,4.0762,HOLD
2025-06-02 00:09:52,LTC,-5.0544,3.8257,88.49,HOLD
2025-06-02 00:39:55,BTC,-0.6973,-0.1726,105516.5,HOLD
2025-06-02 00:39:55,ETH,-0.0332,-0.2866,2539.0,HOLD
2025-06-02 00:39:55,ADA,-6.6506,-0.6498,0.682113,SELL
2025-06-02 00:39:55,BNB,0.1177,-0.1398,659.04,HOLD
2025-06-02 00:39:55,XRP,-4.8302,-0.2623,2.17278,HOLD
2025-06-02 00:39:55,SOL,-5.5696,-0.38,156.56,HOLD
2025-06-02 00:39:55,DOT,-7.386,-0.4222,4.0577,HOLD
2025-06-02 00:39:55,LTC,-5.2261,-0.1717,88.33,HOLD
